total_imports_exports_and_balance_trade,year,trade_type,value_million_usd
Egypt,2021-01-01,balance_import_export,-33080
El Salvador,1995-01-01,imports,2628
El Salvador,2005-01-01,imports,6809
El Salvador,2010-01-01,imports,8416
El Salvador,2015-01-01,imports,10293
El Salvador,2019-01-01,imports,11602
El Salvador,2020-01-01,imports,10248
El Salvador,2021-01-01,imports,15076
El Salvador,1995-01-01,exports,985
El Salvador,2005-01-01,exports,3436
El Salvador,2010-01-01,exports,4499
El Salvador,2015-01-01,exports,5509
El Salvador,2019-01-01,exports,5905
El Salvador,2020-01-01,exports,5028
El Salvador,2021-01-01,exports,6629
El Salvador,1995-01-01,balance_import_export,-1642
El Salvador,2005-01-01,balance_import_export,-3373
El Salvador,2010-01-01,balance_import_export,-3917
El Salvador,2015-01-01,balance_import_export,-4784
El Salvador,2019-01-01,balance_import_export,-5697
El Salvador,2020-01-01,balance_import_export,-5220
El Salvador,2021-01-01,balance_import_export,-8447
Equatorial Guinea,1995-01-01,imports,50
Equatorial Guinea,2005-01-01,imports,1309
Equatorial Guinea,2010-01-01,imports,5679
Equatorial Guinea,2015-01-01,imports,6010
Equatorial Guinea,2019-01-01,imports,1028
Equatorial Guinea,2020-01-01,imports,891
Equatorial Guinea,2021-01-01,imports,820
Equatorial Guinea,1995-01-01,exports,86
Equatorial Guinea,2005-01-01,exports,7062
Equatorial Guinea,2010-01-01,exports,9964
Equatorial Guinea,2015-01-01,exports,9570
Equatorial Guinea,2019-01-01,exports,4703
Equatorial Guinea,2020-01-01,exports,2830
Equatorial Guinea,2021-01-01,exports,4423
Equatorial Guinea,1995-01-01,balance_import_export,36
Equatorial Guinea,2005-01-01,balance_import_export,5753
Equatorial Guinea,2010-01-01,balance_import_export,4285
Equatorial Guinea,2015-01-01,balance_import_export,3560
Equatorial Guinea,2019-01-01,balance_import_export,3674
Equatorial Guinea,2020-01-01,balance_import_export,1939
Equatorial Guinea,2021-01-01,balance_import_export,3603
Eritrea,1995-01-01,imports,432
Eritrea,2005-01-01,imports,503
Eritrea,2010-01-01,imports,1187
Eritrea,2015-01-01,imports,2801
Eritrea,2019-01-01,imports,319
Eritrea,2020-01-01,imports,364
Eritrea,2021-01-01,imports,357
Eritrea,1995-01-01,exports,73
Eritrea,2005-01-01,exports,11
Eritrea,2010-01-01,exports,13
Eritrea,2015-01-01,exports,15
Eritrea,2019-01-01,exports,332
Eritrea,2020-01-01,exports,1286
Eritrea,2021-01-01,exports,489
Eritrea,1995-01-01,balance_import_export,-359
Eritrea,2005-01-01,balance_import_export,-493
Eritrea,2010-01-01,balance_import_export,-1175
Eritrea,2015-01-01,balance_import_export,-2786
Eritrea,2019-01-01,balance_import_export,13
Eritrea,2020-01-01,balance_import_export,922
Eritrea,2021-01-01,balance_import_export,132
Estonia,1995-01-01,imports,2546
Estonia,2005-01-01,imports,11018
Estonia,2010-01-01,imports,13197
Estonia,2015-01-01,imports,15732
Estonia,2019-01-01,imports,18669
Estonia,2020-01-01,imports,17783
Estonia,2021-01-01,imports,24161
Estonia,1995-01-01,exports,1840
Estonia,2005-01-01,exports,8247
Estonia,2010-01-01,exports,12811
Estonia,2015-01-01,exports,13908
Estonia,2019-01-01,exports,16807
Estonia,2020-01-01,exports,16922
Estonia,2021-01-01,exports,22280
Estonia,1995-01-01,balance_import_export,-706
Estonia,2005-01-01,balance_import_export,-2770
Estonia,2010-01-01,balance_import_export,-385
Estonia,2015-01-01,balance_import_export,-1824
Estonia,2019-01-01,balance_import_export,-1862
Estonia,2020-01-01,balance_import_export,-860
Estonia,2021-01-01,balance_import_export,-1881
Eswatini,2005-01-01,imports,1656
Eswatini,2010-01-01,imports,1710
Eswatini,2015-01-01,imports,1508
Eswatini,2019-01-01,imports,1832
Eswatini,2020-01-01,imports,1605
Eswatini,2021-01-01,imports,2029
Eswatini,2005-01-01,exports,1278
Eswatini,2010-01-01,exports,1557
Eswatini,2015-01-01,exports,1820
Eswatini,2019-01-01,exports,2002
Eswatini,2020-01-01,exports,1752
Eswatini,2021-01-01,exports,3282
Eswatini,2005-01-01,balance_import_export,-378
Eswatini,2010-01-01,balance_import_export,-153
Eswatini,2015-01-01,balance_import_export,312
Eswatini,2019-01-01,balance_import_export,169
Eswatini,2020-01-01,balance_import_export,147
Eswatini,2021-01-01,balance_import_export,1253
Ethiopia,1995-01-01,imports,1141
Ethiopia,2005-01-01,imports,4095
Ethiopia,2010-01-01,imports,8602
Ethiopia,2015-01-01,imports,17686
Ethiopia,2019-01-01,imports,15533
Ethiopia,2020-01-01,imports,14090
Ethiopia,2021-01-01,imports,7373
Ethiopia,1995-01-01,exports,422
Ethiopia,2005-01-01,exports,926
Ethiopia,2010-01-01,exports,2330
Ethiopia,2015-01-01,exports,2024
Ethiopia,2019-01-01,exports,2684
Ethiopia,2020-01-01,exports,2533
Ethiopia,2021-01-01,exports,1835
Ethiopia,1995-01-01,balance_import_export,-719
Ethiopia,2005-01-01,balance_import_export,-3169
Ethiopia,2010-01-01,balance_import_export,-6272
Ethiopia,2015-01-01,balance_import_export,-15662
Ethiopia,2019-01-01,balance_import_export,-12850
Ethiopia,2020-01-01,balance_import_export,-11557
Ethiopia,2021-01-01,balance_import_export,-5538
Falkland Islands (Malvinas),1995-01-01,imports,27
Falkland Islands (Malvinas),2005-01-01,imports,8
Falkland Islands (Malvinas),2010-01-01,imports,50
Falkland Islands (Malvinas),2015-01-01,imports,21
Falkland Islands (Malvinas),2019-01-01,imports,101
Falkland Islands (Malvinas),2020-01-01,imports,121
Falkland Islands (Malvinas),2021-01-01,imports,151
Falkland Islands (Malvinas),1995-01-01,exports,4
Falkland Islands (Malvinas),2005-01-01,exports,11
Falkland Islands (Malvinas),2010-01-01,exports,9
Falkland Islands (Malvinas),2015-01-01,exports,4
Falkland Islands (Malvinas),2019-01-01,exports,298
Falkland Islands (Malvinas),2020-01-01,exports,383
Falkland Islands (Malvinas),2021-01-01,exports,300
Falkland Islands (Malvinas),1995-01-01,balance_import_export,-23
Falkland Islands (Malvinas),2005-01-01,balance_import_export,2
Falkland Islands (Malvinas),2010-01-01,balance_import_export,-41
Falkland Islands (Malvinas),2015-01-01,balance_import_export,-17
Falkland Islands (Malvinas),2019-01-01,balance_import_export,196
Falkland Islands (Malvinas),2020-01-01,balance_import_export,262
Falkland Islands (Malvinas),2021-01-01,balance_import_export,149
Faroe Islands,1995-01-01,imports,314
Faroe Islands,2005-01-01,imports,747
Faroe Islands,2010-01-01,imports,780
Faroe Islands,2015-01-01,imports,911
Faroe Islands,2019-01-01,imports,1387
Faroe Islands,2020-01-01,imports,1396
Faroe Islands,2021-01-01,imports,1519
Faroe Islands,1995-01-01,exports,362
Faroe Islands,2005-01-01,exports,602
Faroe Islands,2010-01-01,exports,839
Faroe Islands,2015-01-01,exports,1024
Faroe Islands,2019-01-01,exports,1673
Faroe Islands,2020-01-01,exports,1387
Faroe Islands,2021-01-01,exports,1685
Faroe Islands,1995-01-01,balance_import_export,48
Faroe Islands,2005-01-01,balance_import_export,-145
Faroe Islands,2010-01-01,balance_import_export,59
Faroe Islands,2015-01-01,balance_import_export,113
Faroe Islands,2019-01-01,balance_import_export,286
Faroe Islands,2020-01-01,balance_import_export,-9
Faroe Islands,2021-01-01,balance_import_export,166
Fiji,1995-01-01,imports,891
Fiji,2005-01-01,imports,1607
Fiji,2010-01-01,imports,1808
Fiji,2015-01-01,imports,2081
Fiji,2019-01-01,imports,2781
Fiji,2020-01-01,imports,1731
Fiji,2021-01-01,imports,2116
Fiji,1995-01-01,exports,619
Fiji,2005-01-01,exports,702
Fiji,2010-01-01,exports,841
Fiji,2015-01-01,exports,895
Fiji,2019-01-01,exports,965
Fiji,2020-01-01,exports,826
Fiji,2021-01-01,exports,815
Fiji,1995-01-01,balance_import_export,-273
Fiji,2005-01-01,balance_import_export,-906
Fiji,2010-01-01,balance_import_export,-967
Fiji,2015-01-01,balance_import_export,-1186
Fiji,2019-01-01,balance_import_export,-1816
Fiji,2020-01-01,balance_import_export,-904
Fiji,2021-01-01,balance_import_export,-1300
Finland,1995-01-01,imports,29520
Finland,2005-01-01,imports,58473
Finland,2010-01-01,imports,68767
Finland,2015-01-01,imports,60174
Finland,2019-01-01,imports,73720
Finland,2020-01-01,imports,68267
Finland,2021-01-01,imports,85993
Finland,1995-01-01,exports,40409
Finland,2005-01-01,exports,65238
Finland,2010-01-01,exports,70117
Finland,2015-01-01,exports,59682
Finland,2019-01-01,exports,72839
Finland,2020-01-01,exports,65607
Finland,2021-01-01,exports,81327
Finland,1995-01-01,balance_import_export,10889
Finland,2005-01-01,balance_import_export,6766
Finland,2010-01-01,balance_import_export,1349
Finland,2015-01-01,balance_import_export,-492
Finland,2019-01-01,balance_import_export,-881
Finland,2020-01-01,balance_import_export,-2660
Finland,2021-01-01,balance_import_export,-4666
France,1995-01-01,imports,273387
France,2005-01-01,imports,475857
France,2010-01-01,imports,599172
France,2015-01-01,imports,563398
France,2019-01-01,imports,643208
France,2020-01-01,imports,582775
France,2021-01-01,imports,714842
France,1995-01-01,exports,277079
France,2005-01-01,exports,434354
France,2010-01-01,exports,511651
France,2015-01-01,exports,493941
France,2019-01-01,exports,556364
France,2020-01-01,exports,488562
France,2021-01-01,exports,585148
France,1995-01-01,balance_import_export,3692
France,2005-01-01,balance_import_export,-41503
France,2010-01-01,balance_import_export,-87520
France,2015-01-01,balance_import_export,-69457
France,2019-01-01,balance_import_export,-86844
France,2020-01-01,balance_import_export,-94213
France,2021-01-01,balance_import_export,-129694
French Guiana,1995-01-01,imports,783
French Guiana,1995-01-01,exports,158
French Guiana,1995-01-01,balance_import_export,-625
French Polynesia,1995-01-01,imports,848
French Polynesia,2005-01-01,imports,1702
French Polynesia,2010-01-01,imports,1726
French Polynesia,2015-01-01,imports,1527
French Polynesia,2019-01-01,imports,2119
French Polynesia,2020-01-01,imports,1714
French Polynesia,2021-01-01,imports,2092
French Polynesia,1995-01-01,exports,173
French Polynesia,2005-01-01,exports,210
French Polynesia,2010-01-01,exports,153
French Polynesia,2015-01-01,exports,130
French Polynesia,2019-01-01,exports,142
French Polynesia,2020-01-01,exports,81
French Polynesia,2021-01-01,exports,157
French Polynesia,1995-01-01,balance_import_export,-675
French Polynesia,2005-01-01,balance_import_export,-1491
French Polynesia,2010-01-01,balance_import_export,-1573
French Polynesia,2015-01-01,balance_import_export,-1397
French Polynesia,2019-01-01,balance_import_export,-1977
French Polynesia,2020-01-01,balance_import_export,-1634
French Polynesia,2021-01-01,balance_import_export,-1936
Gabon,1995-01-01,imports,884
Gabon,2005-01-01,imports,1451
Gabon,2010-01-01,imports,2969
Gabon,2015-01-01,imports,2938
Gabon,2019-01-01,imports,2410
Gabon,2020-01-01,imports,2255
Gabon,2021-01-01,imports,2306
Gabon,1995-01-01,exports,2718
Gabon,2005-01-01,exports,5068
Gabon,2010-01-01,exports,8539
Gabon,2015-01-01,exports,5677
Gabon,2019-01-01,exports,5610
Gabon,2020-01-01,exports,4020
Gabon,2021-01-01,exports,5237
Gabon,1995-01-01,balance_import_export,1834
Gabon,2005-01-01,balance_import_export,3617
Gabon,2010-01-01,balance_import_export,5570
Gabon,2015-01-01,balance_import_export,2739
Gabon,2019-01-01,balance_import_export,3200
Gabon,2020-01-01,balance_import_export,1765
Gabon,2021-01-01,balance_import_export,2931
Gambia,1995-01-01,imports,215
Gambia,2005-01-01,imports,260
Gambia,2010-01-01,imports,284
Gambia,2015-01-01,imports,391
Gambia,2019-01-01,imports,494
Gambia,2020-01-01,imports,553
Gambia,2021-01-01,imports,672
Gambia,1995-01-01,exports,19
Gambia,2005-01-01,exports,7
Gambia,2010-01-01,exports,68
Gambia,2015-01-01,exports,83
Gambia,2019-01-01,exports,25
Gambia,2020-01-01,exports,26
Gambia,2021-01-01,exports,29
Gambia,1995-01-01,balance_import_export,-196
Gambia,2005-01-01,balance_import_export,-252
Gambia,2010-01-01,balance_import_export,-215
Gambia,2015-01-01,balance_import_export,-308
Gambia,2019-01-01,balance_import_export,-469
Gambia,2020-01-01,balance_import_export,-527
Gambia,2021-01-01,balance_import_export,-643
Georgia,1995-01-01,imports,396
Georgia,2005-01-01,imports,2490
Georgia,2010-01-01,imports,5236
Georgia,2015-01-01,imports,7281
Georgia,2019-01-01,imports,9519
Georgia,2020-01-01,imports,8053
Georgia,2021-01-01,imports,10105
Georgia,1995-01-01,exports,152
Georgia,2005-01-01,exports,865
Georgia,2010-01-01,exports,1677
Georgia,2015-01-01,exports,2205
Georgia,2019-01-01,exports,3798
Georgia,2020-01-01,exports,3343
Georgia,2021-01-01,exports,4242
Georgia,1995-01-01,balance_import_export,-245
Georgia,2005-01-01,balance_import_export,-1624
Georgia,2010-01-01,balance_import_export,-3558
Georgia,2015-01-01,balance_import_export,-5077
Georgia,2019-01-01,balance_import_export,-5721
Georgia,2020-01-01,balance_import_export,-4709
Georgia,2021-01-01,balance_import_export,-5862
Germany,1995-01-01,imports,464145
Germany,2005-01-01,imports,779819
Germany,2010-01-01,imports,1060672
Germany,2015-01-01,imports,1057536
Germany,2019-01-01,imports,1239897
Germany,2020-01-01,imports,1173167
Germany,2021-01-01,imports,1422819
Germany,1995-01-01,exports,518224
Germany,2005-01-01,exports,977132
Germany,2010-01-01,exports,1267743
Germany,2015-01-01,exports,1328500
Germany,2019-01-01,exports,1493267
Germany,2020-01-01,exports,1385852
Germany,2021-01-01,exports,1630918
Germany,1995-01-01,balance_import_export,54079
Germany,2005-01-01,balance_import_export,197313
Germany,2010-01-01,balance_import_export,207071
Germany,2015-01-01,balance_import_export,270964
Germany,2019-01-01,balance_import_export,253369
Germany,2020-01-01,balance_import_export,212685
Germany,2021-01-01,balance_import_export,208099
Ghana,1995-01-01,imports,1897
Ghana,2005-01-01,imports,4878
Ghana,2010-01-01,imports,8057
Ghana,2015-01-01,imports,14687
Ghana,2019-01-01,imports,10440
Ghana,2020-01-01,imports,11165
Ghana,2021-01-01,imports,14234
Ghana,1995-01-01,exports,1755
Ghana,2005-01-01,exports,3060
Ghana,2010-01-01,exports,5233
Ghana,2015-01-01,exports,13756
Ghana,2019-01-01,exports,16768
Ghana,2020-01-01,exports,18758
Ghana,2021-01-01,exports,19500
Ghana,1995-01-01,balance_import_export,-142
Ghana,2005-01-01,balance_import_export,-1819
Ghana,2010-01-01,balance_import_export,-2824
Ghana,2015-01-01,balance_import_export,-932
Ghana,2019-01-01,balance_import_export,6328
Ghana,2020-01-01,balance_import_export,7592
Ghana,2021-01-01,balance_import_export,5266
Gibraltar,1995-01-01,imports,408
Gibraltar,2005-01-01,imports,501
Gibraltar,2010-01-01,imports,627
Gibraltar,2015-01-01,imports,815
Gibraltar,2019-01-01,imports,9075
Gibraltar,2020-01-01,imports,7981
Gibraltar,2021-01-01,imports,8449
Gibraltar,1995-01-01,exports,114
Gibraltar,2005-01-01,exports,195
Gibraltar,2010-01-01,exports,259
Gibraltar,2015-01-01,exports,295
Gibraltar,2019-01-01,exports,215
Gibraltar,2020-01-01,exports,404
Gibraltar,2021-01-01,exports,156
Gibraltar,1995-01-01,balance_import_export,-294
Gibraltar,2005-01-01,balance_import_export,-306
Gibraltar,2010-01-01,balance_import_export,-368
Gibraltar,2015-01-01,balance_import_export,-520
Gibraltar,2019-01-01,balance_import_export,-8860
Gibraltar,2020-01-01,balance_import_export,-7576
Gibraltar,2021-01-01,balance_import_export,-8293
Greece,1995-01-01,imports,25805
Greece,2005-01-01,imports,54894
Greece,2010-01-01,imports,66453
Greece,2015-01-01,imports,47264
Greece,2019-01-01,imports,62198
Greece,2020-01-01,imports,55534
Greece,2021-01-01,imports,75984
Greece,1995-01-01,exports,10896
Greece,2005-01-01,exports,17434
Greece,2010-01-01,exports,27586
Greece,2015-01-01,exports,28289
Greece,2019-01-01,exports,37886
Greece,2020-01-01,exports,35070
Greece,2021-01-01,exports,47206
Greece,1995-01-01,balance_import_export,-14909
Greece,2005-01-01,balance_import_export,-37459
Greece,2010-01-01,balance_import_export,-38867
Greece,2015-01-01,balance_import_export,-18975
Greece,2019-01-01,balance_import_export,-24313
Greece,2020-01-01,balance_import_export,-20463
Greece,2021-01-01,balance_import_export,-28778
Greenland,1995-01-01,imports,421
Greenland,2005-01-01,imports,700
Greenland,2010-01-01,imports,847
Greenland,2015-01-01,imports,667
Greenland,2019-01-01,imports,1139
Greenland,2020-01-01,imports,854
Greenland,2021-01-01,imports,1046
Greenland,1995-01-01,exports,364
Greenland,2005-01-01,exports,402
Greenland,2010-01-01,exports,389
Greenland,2015-01-01,exports,406
Greenland,2019-01-01,exports,856
Greenland,2020-01-01,exports,940
Greenland,2021-01-01,exports,954
Greenland,1995-01-01,balance_import_export,-57
Greenland,2005-01-01,balance_import_export,-297
Greenland,2010-01-01,balance_import_export,-458
Greenland,2015-01-01,balance_import_export,-261
Greenland,2019-01-01,balance_import_export,-283
Greenland,2020-01-01,balance_import_export,86
Greenland,2021-01-01,balance_import_export,-92
Grenada,1995-01-01,imports,129
Grenada,2005-01-01,imports,334
Grenada,2010-01-01,imports,306
Grenada,2015-01-01,imports,372
Grenada,2019-01-01,imports,480
Grenada,2020-01-01,imports,395
Grenada,2021-01-01,imports,447
Grenada,1995-01-01,exports,22
Grenada,2005-01-01,exports,28
Grenada,2010-01-01,exports,25
Grenada,2015-01-01,exports,33
Grenada,2019-01-01,exports,34
Grenada,2020-01-01,exports,25
Grenada,2021-01-01,exports,35
Grenada,1995-01-01,balance_import_export,-107
Grenada,2005-01-01,balance_import_export,-306
Grenada,2010-01-01,balance_import_export,-281
Grenada,2015-01-01,balance_import_export,-339
Grenada,2019-01-01,balance_import_export,-445
Grenada,2020-01-01,balance_import_export,-370
Grenada,2021-01-01,balance_import_export,-412
Guadeloupe,1995-01-01,imports,1901
Guadeloupe,1995-01-01,exports,162
Guadeloupe,1995-01-01,balance_import_export,-1739
Guatemala,1995-01-01,imports,3292
Guatemala,2005-01-01,imports,10500
Guatemala,2010-01-01,imports,13830
Guatemala,2015-01-01,imports,17637
Guatemala,2019-01-01,imports,19871
Guatemala,2020-01-01,imports,18198
Guatemala,2021-01-01,imports,26594
Guatemala,1995-01-01,exports,1936
Guatemala,2005-01-01,exports,5381
Guatemala,2010-01-01,exports,8460
Guatemala,2015-01-01,exports,10677
Guatemala,2019-01-01,exports,11289
Guatemala,2020-01-01,exports,11658
Guatemala,2021-01-01,exports,13736
Guatemala,1995-01-01,balance_import_export,-1357
Guatemala,2005-01-01,balance_import_export,-5119
Guatemala,2010-01-01,balance_import_export,-5370
Guatemala,2015-01-01,balance_import_export,-6960
Guatemala,2019-01-01,balance_import_export,-8581
Guatemala,2020-01-01,balance_import_export,-6539
Guatemala,2021-01-01,balance_import_export,-12858
Guinea,1995-01-01,imports,819
