total_imports_exports_and_balance_trade,year,trade_type,value_million_usd,country_code
Suriname,2015-01-01,imports,1904,SUR
Suriname,2019-01-01,imports,1711,SUR
Suriname,2020-01-01,imports,1533,SUR
Suriname,2021-01-01,imports,1381,SUR
Suriname,1995-01-01,exports,483,SUR
Suriname,2005-01-01,exports,997,SUR
Suriname,2010-01-01,exports,2026,SUR
Suriname,2015-01-01,exports,1814,SUR
Suriname,2019-01-01,exports,2155,SUR
Suriname,2020-01-01,exports,2193,SUR
Suriname,2021-01-01,exports,1513,SUR
Suriname,1995-01-01,balance_import_export,-100,SUR
Suriname,2005-01-01,balance_import_export,-53,SUR
Suriname,2010-01-01,balance_import_export,628,SUR
Suriname,2015-01-01,balance_import_export,-90,SUR
Suriname,2019-01-01,balance_import_export,444,SUR
Suriname,2020-01-01,balance_import_export,660,SUR
Suriname,2021-01-01,balance_import_export,132,SUR
Sweden,1995-01-01,imports,61647,SWE
Sweden,2005-01-01,imports,111351,SWE
Sweden,2010-01-01,imports,148788,SWE
Sweden,2015-01-01,imports,138361,SWE
Sweden,2019-01-01,imports,158958,SWE
Sweden,2020-01-01,imports,149436,SWE
Sweden,2021-01-01,imports,187116,SWE
Sweden,1995-01-01,exports,77436,SWE
Sweden,2005-01-01,exports,130264,SWE
Sweden,2010-01-01,exports,158411,SWE
Sweden,2015-01-01,exports,140001,SWE
Sweden,2019-01-01,exports,160531,SWE
Sweden,2020-01-01,exports,154936,SWE
Sweden,2021-01-01,exports,189845,SWE
Sweden,1995-01-01,balance_import_export,15790,SWE
Sweden,2005-01-01,balance_import_export,18912,SWE
Sweden,2010-01-01,balance_import_export,9622,SWE
Sweden,2015-01-01,balance_import_export,1641,SWE
Sweden,2019-01-01,balance_import_export,1573,SWE
Sweden,2020-01-01,balance_import_export,5499,SWE
Sweden,2021-01-01,balance_import_export,2729,SWE
Switzerland,1995-01-01,imports,80152,CHE
Switzerland,2005-01-01,imports,126574,CHE
Switzerland,2010-01-01,imports,176281,CHE
Switzerland,2015-01-01,imports,253152,CHE
Switzerland,2019-01-01,imports,276388,CHE
Switzerland,2020-01-01,imports,290402,CHE
Switzerland,2021-01-01,imports,321934,CHE
Switzerland,1995-01-01,exports,81641,CHE
Switzerland,2005-01-01,exports,130930,CHE
Switzerland,2010-01-01,exports,195609,CHE
Switzerland,2015-01-01,exports,291959,CHE
Switzerland,2019-01-01,exports,313686,CHE
Switzerland,2020-01-01,exports,318580,CHE
Switzerland,2021-01-01,exports,379457,CHE
Switzerland,1995-01-01,balance_import_export,1489,CHE
Switzerland,2005-01-01,balance_import_export,4356,CHE
Switzerland,2010-01-01,balance_import_export,19329,CHE
Switzerland,2015-01-01,balance_import_export,38807,CHE
Switzerland,2019-01-01,balance_import_export,37298,CHE
Switzerland,2020-01-01,balance_import_export,28178,CHE
Switzerland,2021-01-01,balance_import_export,57523,CHE
Syrian Arab Republic,1995-01-01,imports,4645,
Syrian Arab Republic,2005-01-01,imports,7898,
Syrian Arab Republic,2010-01-01,imports,17562,
Syrian Arab Republic,2015-01-01,imports,3206,
Syrian Arab Republic,2019-01-01,imports,6697,
Syrian Arab Republic,2020-01-01,imports,5299,
Syrian Arab Republic,2021-01-01,imports,6448,
Syrian Arab Republic,1995-01-01,exports,3561,
Syrian Arab Republic,2005-01-01,exports,6450,
Syrian Arab Republic,2010-01-01,exports,11353,
Syrian Arab Republic,2015-01-01,exports,1688,
Syrian Arab Republic,2019-01-01,exports,526,
Syrian Arab Republic,2020-01-01,exports,850,
Syrian Arab Republic,2021-01-01,exports,821,
Syrian Arab Republic,1995-01-01,balance_import_export,-1084,
Syrian Arab Republic,2005-01-01,balance_import_export,-1448,
Syrian Arab Republic,2010-01-01,balance_import_export,-6209,
Syrian Arab Republic,2015-01-01,balance_import_export,-1518,
Syrian Arab Republic,2019-01-01,balance_import_export,-6171,
Syrian Arab Republic,2020-01-01,balance_import_export,-4449,
Syrian Arab Republic,2021-01-01,balance_import_export,-5628,
Tajikistan,1995-01-01,imports,809,TJK
Tajikistan,2005-01-01,imports,1329,TJK
Tajikistan,2010-01-01,imports,2659,TJK
Tajikistan,2015-01-01,imports,3435,TJK
Tajikistan,2019-01-01,imports,3327,TJK
Tajikistan,2020-01-01,imports,3139,TJK
Tajikistan,2021-01-01,imports,4356,TJK
Tajikistan,1995-01-01,exports,748,TJK
Tajikistan,2005-01-01,exports,905,TJK
Tajikistan,2010-01-01,exports,1206,TJK
Tajikistan,2015-01-01,exports,891,TJK
Tajikistan,2019-01-01,exports,892,TJK
Tajikistan,2020-01-01,exports,718,TJK
Tajikistan,2021-01-01,exports,1091,TJK
Tajikistan,1995-01-01,balance_import_export,-61,TJK
Tajikistan,2005-01-01,balance_import_export,-424,TJK
Tajikistan,2010-01-01,balance_import_export,-1453,TJK
Tajikistan,2015-01-01,balance_import_export,-2544,TJK
Tajikistan,2019-01-01,balance_import_export,-2435,TJK
Tajikistan,2020-01-01,balance_import_export,-2421,TJK
Tajikistan,2021-01-01,balance_import_export,-3264,TJK
Thailand,1995-01-01,imports,70781,THA
Thailand,2005-01-01,imports,118164,THA
Thailand,2010-01-01,imports,182393,THA
Thailand,2015-01-01,imports,202642,THA
Thailand,2019-01-01,imports,216805,THA
Thailand,2020-01-01,imports,207696,THA
Thailand,2021-01-01,imports,274271,THA
Thailand,1995-01-01,exports,56439,THA
Thailand,2005-01-01,exports,110110,THA
Thailand,2010-01-01,exports,195312,THA
Thailand,2015-01-01,exports,214309,THA
Thailand,2019-01-01,exports,233674,THA
Thailand,2020-01-01,exports,231388,THA
Thailand,2021-01-01,exports,265034,THA
Thailand,1995-01-01,balance_import_export,-14341,THA
Thailand,2005-01-01,balance_import_export,-8054,THA
Thailand,2010-01-01,balance_import_export,12918,THA
Thailand,2015-01-01,balance_import_export,11667,THA
Thailand,2019-01-01,balance_import_export,16870,THA
Thailand,2020-01-01,balance_import_export,23692,THA
Thailand,2021-01-01,balance_import_export,-9237,THA
Timor-Leste,1995-01-01,imports,112,
Timor-Leste,2005-01-01,imports,102,
Timor-Leste,2010-01-01,imports,246,
Timor-Leste,2015-01-01,imports,578,
Timor-Leste,2019-01-01,imports,774,
Timor-Leste,2020-01-01,imports,1206,
Timor-Leste,2021-01-01,imports,1094,
Timor-Leste,1995-01-01,exports,34,
Timor-Leste,2005-01-01,exports,43,
Timor-Leste,2010-01-01,exports,42,
Timor-Leste,2015-01-01,exports,45,
Timor-Leste,2019-01-01,exports,75,
Timor-Leste,2020-01-01,exports,59,
Timor-Leste,2021-01-01,exports,507,
Timor-Leste,1995-01-01,balance_import_export,-78,
Timor-Leste,2005-01-01,balance_import_export,-58,
Timor-Leste,2010-01-01,balance_import_export,-205,
Timor-Leste,2015-01-01,balance_import_export,-533,
Timor-Leste,2019-01-01,balance_import_export,-699,
Timor-Leste,2020-01-01,balance_import_export,-1146,
Timor-Leste,2021-01-01,balance_import_export,-587,
Togo,1995-01-01,imports,556,TGO
Togo,2005-01-01,imports,593,TGO
Togo,2010-01-01,imports,1350,TGO
Togo,2015-01-01,imports,1877,TGO
Togo,2019-01-01,imports,1787,TGO
Togo,2020-01-01,imports,2172,TGO
Togo,2021-01-01,imports,2863,TGO
Togo,1995-01-01,exports,383,TGO
Togo,2005-01-01,exports,360,TGO
Togo,2010-01-01,exports,741,TGO
Togo,2015-01-01,exports,792,TGO
Togo,2019-01-01,exports,1011,TGO
Togo,2020-01-01,exports,974,TGO
Togo,2021-01-01,exports,1080,TGO
Togo,1995-01-01,balance_import_export,-174,TGO
Togo,2005-01-01,balance_import_export,-233,TGO
Togo,2010-01-01,balance_import_export,-609,TGO
Togo,2015-01-01,balance_import_export,-1085,TGO
Togo,2019-01-01,balance_import_export,-776,TGO
Togo,2020-01-01,balance_import_export,-1198,TGO
Togo,2021-01-01,balance_import_export,-1784,TGO
Tokelau,1995-01-01,imports,1,TKL
Tokelau,2005-01-01,imports,1,TKL
Tokelau,2010-01-01,imports,1,TKL
Tokelau,2015-01-01,imports,1,TKL
Tokelau,2019-01-01,imports,1,TKL
Tokelau,2020-01-01,imports,1,TKL
Tokelau,2021-01-01,imports,1,TKL
Tokelau,1995-01-01,exports,0,TKL
Tokelau,2005-01-01,exports,0,TKL
Tokelau,2010-01-01,exports,0,TKL
Tokelau,2015-01-01,exports,0,TKL
Tokelau,2019-01-01,exports,0,TKL
Tokelau,2020-01-01,exports,0,TKL
Tokelau,2021-01-01,exports,0,TKL
Tokelau,1995-01-01,balance_import_export,0,TKL
Tokelau,2005-01-01,balance_import_export,-1,TKL
Tokelau,2010-01-01,balance_import_export,-1,TKL
Tokelau,2015-01-01,balance_import_export,-1,TKL
Tokelau,2019-01-01,balance_import_export,-1,TKL
Tokelau,2020-01-01,balance_import_export,-1,TKL
Tokelau,2021-01-01,balance_import_export,-1,TKL
Tonga,1995-01-01,imports,77,TON
Tonga,2005-01-01,imports,120,TON
Tonga,2010-01-01,imports,159,TON
Tonga,2015-01-01,imports,208,TON
Tonga,2019-01-01,imports,273,TON
Tonga,2020-01-01,imports,144,TON
Tonga,2021-01-01,imports,168,TON
Tonga,1995-01-01,exports,15,TON
Tonga,2005-01-01,exports,10,TON
Tonga,2010-01-01,exports,8,TON
Tonga,2015-01-01,exports,15,TON
Tonga,2019-01-01,exports,389,TON
Tonga,2020-01-01,exports,265,TON
Tonga,2021-01-01,exports,311,TON
Tonga,1995-01-01,balance_import_export,-63,TON
Tonga,2005-01-01,balance_import_export,-110,TON
Tonga,2010-01-01,balance_import_export,-151,TON
Tonga,2015-01-01,balance_import_export,-193,TON
Tonga,2019-01-01,balance_import_export,116,TON
Tonga,2020-01-01,balance_import_export,121,TON
Tonga,2021-01-01,balance_import_export,143,TON
Trinidad and Tobago,1995-01-01,imports,1386,TTO
Trinidad and Tobago,2005-01-01,imports,5694,TTO
Trinidad and Tobago,2010-01-01,imports,6480,TTO
Trinidad and Tobago,2015-01-01,imports,9298,TTO
Trinidad and Tobago,2019-01-01,imports,6339,TTO
Trinidad and Tobago,2020-01-01,imports,4876,TTO
Trinidad and Tobago,2021-01-01,imports,5761,TTO
Trinidad and Tobago,1995-01-01,exports,2007,TTO
Trinidad and Tobago,2005-01-01,exports,9611,TTO
Trinidad and Tobago,2010-01-01,exports,10982,TTO
Trinidad and Tobago,2015-01-01,exports,10756,TTO
Trinidad and Tobago,2019-01-01,exports,7192,TTO
Trinidad and Tobago,2020-01-01,exports,5519,TTO
Trinidad and Tobago,2021-01-01,exports,8620,TTO
Trinidad and Tobago,1995-01-01,balance_import_export,622,TTO
Trinidad and Tobago,2005-01-01,balance_import_export,3918,TTO
Trinidad and Tobago,2010-01-01,balance_import_export,4502,TTO
Trinidad and Tobago,2015-01-01,balance_import_export,1458,TTO
Trinidad and Tobago,2019-01-01,balance_import_export,853,TTO
Trinidad and Tobago,2020-01-01,balance_import_export,643,TTO
Trinidad and Tobago,2021-01-01,balance_import_export,2860,TTO
Tunisia,1995-01-01,imports,7903,TUN
Tunisia,2005-01-01,imports,13174,TUN
Tunisia,2010-01-01,imports,22215,TUN
Tunisia,2015-01-01,imports,20223,TUN
Tunisia,2019-01-01,imports,21574,TUN
Tunisia,2020-01-01,imports,18342,TUN
Tunisia,2021-01-01,imports,22489,TUN
Tunisia,1995-01-01,exports,5475,TUN
Tunisia,2005-01-01,exports,10494,TUN
Tunisia,2010-01-01,exports,16427,TUN
Tunisia,2015-01-01,exports,14073,TUN
Tunisia,2019-01-01,exports,14944,TUN
Tunisia,2020-01-01,exports,13812,TUN
Tunisia,2021-01-01,exports,16604,TUN
Tunisia,1995-01-01,balance_import_export,-2428,TUN
Tunisia,2005-01-01,balance_import_export,-2681,TUN
Tunisia,2010-01-01,balance_import_export,-5789,TUN
Tunisia,2015-01-01,balance_import_export,-6149,TUN
Tunisia,2019-01-01,balance_import_export,-6630,TUN
Tunisia,2020-01-01,balance_import_export,-4530,TUN
Tunisia,2021-01-01,balance_import_export,-5885,TUN
Türkiye,1995-01-01,imports,35707,
Türkiye,2005-01-01,imports,116774,
Türkiye,2010-01-01,imports,185544,
Türkiye,2015-01-01,imports,207207,
Türkiye,2019-01-01,imports,210345,
Türkiye,2020-01-01,imports,219514,
Türkiye,2021-01-01,imports,271423,
Türkiye,1995-01-01,exports,21599,
Türkiye,2005-01-01,exports,73476,
Türkiye,2010-01-01,exports,113883,
Türkiye,2015-01-01,exports,143850,
Türkiye,2019-01-01,exports,180833,
Türkiye,2020-01-01,exports,169658,
Türkiye,2021-01-01,exports,225219,
Türkiye,1995-01-01,balance_import_export,-14109,
Türkiye,2005-01-01,balance_import_export,-43298,
Türkiye,2010-01-01,balance_import_export,-71661,
Türkiye,2015-01-01,balance_import_export,-63356,
Türkiye,2019-01-01,balance_import_export,-29512,
Türkiye,2020-01-01,balance_import_export,-49856,
Türkiye,2021-01-01,balance_import_export,-46204,
Turkmenistan,1995-01-01,imports,1364,TKM
Turkmenistan,2005-01-01,imports,2217,TKM
Turkmenistan,2010-01-01,imports,2400,TKM
Turkmenistan,2015-01-01,imports,2596,TKM
Turkmenistan,2019-01-01,imports,2995,TKM
Turkmenistan,2020-01-01,imports,3242,TKM
Turkmenistan,2021-01-01,imports,3933,TKM
Turkmenistan,1995-01-01,exports,677,TKM
Turkmenistan,2005-01-01,exports,3009,TKM
Turkmenistan,2010-01-01,exports,3335,TKM
Turkmenistan,2015-01-01,exports,3670,TKM
Turkmenistan,2019-01-01,exports,10539,TKM
Turkmenistan,2020-01-01,exports,6545,TKM
Turkmenistan,2021-01-01,exports,8699,TKM
Turkmenistan,1995-01-01,balance_import_export,-687,TKM
Turkmenistan,2005-01-01,balance_import_export,792,TKM
Turkmenistan,2010-01-01,balance_import_export,935,TKM
Turkmenistan,2015-01-01,balance_import_export,1074,TKM
Turkmenistan,2019-01-01,balance_import_export,7545,TKM
Turkmenistan,2020-01-01,balance_import_export,3303,TKM
Turkmenistan,2021-01-01,balance_import_export,4766,TKM
Turks and Caicos Islands,1995-01-01,imports,51,TCA
Turks and Caicos Islands,2005-01-01,imports,304,TCA
Turks and Caicos Islands,2010-01-01,imports,302,TCA
Turks and Caicos Islands,2015-01-01,imports,410,TCA
Turks and Caicos Islands,2019-01-01,imports,488,TCA
Turks and Caicos Islands,2020-01-01,imports,350,TCA
Turks and Caicos Islands,2021-01-01,imports,257,TCA
Turks and Caicos Islands,1995-01-01,exports,5,TCA
Turks and Caicos Islands,2005-01-01,exports,15,TCA
Turks and Caicos Islands,2010-01-01,exports,16,TCA
Turks and Caicos Islands,2015-01-01,exports,5,TCA
Turks and Caicos Islands,2019-01-01,exports,5,TCA
Turks and Caicos Islands,2020-01-01,exports,4,TCA
Turks and Caicos Islands,2021-01-01,exports,3,TCA
Turks and Caicos Islands,1995-01-01,balance_import_export,-46,TCA
Turks and Caicos Islands,2005-01-01,balance_import_export,-289,TCA
Turks and Caicos Islands,2010-01-01,balance_import_export,-286,TCA
Turks and Caicos Islands,2015-01-01,balance_import_export,-405,TCA
Turks and Caicos Islands,2019-01-01,balance_import_export,-482,TCA
Turks and Caicos Islands,2020-01-01,balance_import_export,-346,TCA
Turks and Caicos Islands,2021-01-01,balance_import_export,-254,TCA
Tuvalu,1995-01-01,imports,6,TUV
Tuvalu,2005-01-01,imports,13,TUV
Tuvalu,2010-01-01,imports,12,TUV
Tuvalu,2015-01-01,imports,12,TUV
Tuvalu,2019-01-01,imports,44,TUV
Tuvalu,2020-01-01,imports,40,TUV
Tuvalu,2021-01-01,imports,84,TUV
Tuvalu,1995-01-01,exports,0,TUV
Tuvalu,2005-01-01,exports,0,TUV
Tuvalu,2010-01-01,exports,0,TUV
Tuvalu,2015-01-01,exports,0,TUV
Tuvalu,2019-01-01,exports,11,TUV
Tuvalu,2020-01-01,exports,8,TUV
Tuvalu,2021-01-01,exports,30,TUV
Tuvalu,1995-01-01,balance_import_export,-6,TUV
Tuvalu,2005-01-01,balance_import_export,-13,TUV
Tuvalu,2010-01-01,balance_import_export,-12,TUV
Tuvalu,2015-01-01,balance_import_export,-12,TUV
Tuvalu,2019-01-01,balance_import_export,-34,TUV
Tuvalu,2020-01-01,balance_import_export,-32,TUV
Tuvalu,2021-01-01,balance_import_export,-54,TUV
Uganda,1995-01-01,imports,1038,UGA
Uganda,2005-01-01,imports,2054,UGA
Uganda,2010-01-01,imports,4664,UGA
Uganda,2015-01-01,imports,5528,UGA
Uganda,2019-01-01,imports,7696,UGA
Uganda,2020-01-01,imports,8251,UGA
Uganda,2021-01-01,imports,9686,UGA
Uganda,1995-01-01,exports,575,UGA
Uganda,2005-01-01,exports,813,UGA
Uganda,2010-01-01,exports,1619,UGA
Uganda,2015-01-01,exports,2267,UGA
Uganda,2019-01-01,exports,3564,UGA
Uganda,2020-01-01,exports,4149,UGA
Uganda,2021-01-01,exports,3890,UGA
Uganda,1995-01-01,balance_import_export,-462,UGA
Uganda,2005-01-01,balance_import_export,-1241,UGA
Uganda,2010-01-01,balance_import_export,-3046,UGA
Uganda,2015-01-01,balance_import_export,-3261,UGA
Uganda,2019-01-01,balance_import_export,-4132,UGA
Uganda,2020-01-01,balance_import_export,-4102,UGA
Uganda,2021-01-01,balance_import_export,-5796,UGA
Ukraine,1995-01-01,imports,15484,UKR
Ukraine,2005-01-01,imports,36122,UKR
Ukraine,2010-01-01,imports,60737,UKR
Ukraine,2015-01-01,imports,37516,UKR
Ukraine,2019-01-01,imports,60800,UKR
Ukraine,2020-01-01,imports,53675,UKR
Ukraine,2021-01-01,imports,69963,UKR
Ukraine,1995-01-01,exports,13128,UKR
Ukraine,2005-01-01,exports,34228,UKR
Ukraine,2010-01-01,exports,51430,UKR
Ukraine,2015-01-01,exports,38127,UKR
Ukraine,2019-01-01,exports,50054,UKR
Ukraine,2020-01-01,exports,49231,UKR
Ukraine,2021-01-01,exports,65870,UKR
Ukraine,1995-01-01,balance_import_export,-2356,UKR
Ukraine,2005-01-01,balance_import_export,-1894,UKR
Ukraine,2010-01-01,balance_import_export,-9307,UKR
Ukraine,2015-01-01,balance_import_export,611,UKR
Ukraine,2019-01-01,balance_import_export,-10745,UKR
Ukraine,2020-01-01,balance_import_export,-4444,UKR
Ukraine,2021-01-01,balance_import_export,-4093,UKR
United Arab Emirates,1995-01-01,imports,20776,ARE
United Arab Emirates,2005-01-01,imports,80814,ARE
United Arab Emirates,2010-01-01,imports,187001,ARE
United Arab Emirates,2015-01-01,imports,287025,ARE
United Arab Emirates,2019-01-01,imports,288447,ARE
United Arab Emirates,2020-01-01,imports,246961,ARE
United Arab Emirates,2021-01-01,imports,329066,ARE
United Arab Emirates,1995-01-01,exports,27691,ARE
United Arab Emirates,2005-01-01,exports,115453,ARE
United Arab Emirates,2010-01-01,exports,198362,ARE
United Arab Emirates,2015-01-01,exports,300479,ARE
United Arab Emirates,2019-01-01,exports,389428,ARE
United Arab Emirates,2020-01-01,exports,335297,ARE
United Arab Emirates,2021-01-01,exports,464039,ARE
United Arab Emirates,1995-01-01,balance_import_export,6915,ARE
United Arab Emirates,2005-01-01,balance_import_export,34639,ARE
United Arab Emirates,2010-01-01,balance_import_export,11361,ARE
United Arab Emirates,2015-01-01,balance_import_export,13454,ARE
United Arab Emirates,2019-01-01,balance_import_export,100981,ARE
United Arab Emirates,2020-01-01,balance_import_export,88336,ARE
United Arab Emirates,2021-01-01,balance_import_export,134972,ARE
United Kingdom,1995-01-01,imports,261456,GBR
United Kingdom,2005-01-01,imports,528461,GBR
United Kingdom,2010-01-01,imports,627618,GBR
United Kingdom,2015-01-01,imports,630251,GBR
United Kingdom,2019-01-01,imports,692494,GBR
United Kingdom,2020-01-01,imports,634175,GBR
United Kingdom,2021-01-01,imports,688251,GBR
United Kingdom,1995-01-01,exports,234372,GBR
United Kingdom,2005-01-01,exports,392744,GBR
United Kingdom,2010-01-01,exports,422014,GBR
United Kingdom,2015-01-01,exports,466296,GBR
United Kingdom,2019-01-01,exports,468322,GBR
United Kingdom,2020-01-01,exports,395692,GBR
United Kingdom,2021-01-01,exports,467783,GBR
United Kingdom,1995-01-01,balance_import_export,-27084,GBR
United Kingdom,2005-01-01,balance_import_export,-135717,GBR
United Kingdom,2010-01-01,balance_import_export,-205603,GBR
United Kingdom,2015-01-01,balance_import_export,-163955,GBR
United Kingdom,2019-01-01,balance_import_export,-224172,GBR
United Kingdom,2020-01-01,balance_import_export,-238483,GBR
United Kingdom,2021-01-01,balance_import_export,-220468,GBR
United Rep. of Tanzania,1995-01-01,imports,1653,TZA
United Rep. of Tanzania,2005-01-01,imports,3247,TZA
United Rep. of Tanzania,2010-01-01,imports,8013,TZA
United Rep. of Tanzania,2015-01-01,imports,14706,TZA
United Rep. of Tanzania,2019-01-01,imports,9055,TZA
United Rep. of Tanzania,2020-01-01,imports,8517,TZA
United Rep. of Tanzania,2021-01-01,imports,10873,TZA
United Rep. of Tanzania,1995-01-01,exports,685,TZA
United Rep. of Tanzania,2005-01-01,exports,1672,TZA
United Rep. of Tanzania,2010-01-01,exports,4051,TZA
United Rep. of Tanzania,2015-01-01,exports,5854,TZA
United Rep. of Tanzania,2019-01-01,exports,5004,TZA
United Rep. of Tanzania,2020-01-01,exports,6076,TZA
United Rep. of Tanzania,2021-01-01,exports,6391,TZA
United Rep. of Tanzania,1995-01-01,balance_import_export,-968,TZA
United Rep. of Tanzania,2005-01-01,balance_import_export,-1575,TZA
United Rep. of Tanzania,2010-01-01,balance_import_export,-3962,TZA
United Rep. of Tanzania,2015-01-01,balance_import_export,-8852,TZA
United Rep. of Tanzania,2019-01-01,balance_import_export,-4051,TZA
United Rep. of Tanzania,2020-01-01,balance_import_export,-2440,TZA
United Rep. of Tanzania,2021-01-01,balance_import_export,-4482,TZA
United States of America,1995-01-01,imports,770821,USA
United States of America,2005-01-01,imports,1732321,USA
